,Date,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018,
STI US  EQUITY,HISTORICAL_MARKET_CAP,6706.3806,7509.7501,7753.789,7890.7499,8275.161,9141.6881,10858.098,10011.8527,11691.5854,14342.0141,22616.8094,24043.2683,25730.3649,19658.278,24565.9855,20011.7955,22333.3898,21032.7339,21218.5551,17459.3013,13794.5104,14852.3548,18664.7787,18909.1584,18689.8074,19230.2172,18095.3208,19098.6598,19394.8048,17524.4436,16080.1602,14743.2636,16697.8606,16988.7217,20157.4986,19681.3637,18374.4277,19926.1132,26658.9117,26030.0169,26162.438,25088.6769,26337.9699,26436.5176,27768.4935,28119.7554,29971.5217,29604.1389,29927.7871,26338.7574,21772.2136,19289.751,12805.295,15924.7857,10472.3735,4187.577,8205.0305,11255.7556,10127.8955,13391.1958,11648.3356,12913.8287,14767.8664,15481.8023,13852.2006,9639.1679,9504.3159,13004.8135,13045.3835,15232.4697,15279.4876,15562.7875,17005.2752,17427.3386,19733.7306,21278.8962,21343.968,20055.4247,21978.226,21450.2538,22286.2959,19659.4134,21793.2221,18236.3834,20598.005,21721.9968,26941.6618,26859.8736,27318.8477,28450.5798,30417.4333,31958.9323,30712.438,30631.6305,22541.0307,
SIVB US  EQUITY,HISTORICAL_MARKET_CAP,158.742,179.5973,215.136,208.0032,237.209,262.612,300.8925,338.4925,436.0743,578.0385,560.8125,625.5243,732.2346,330.176,352.7512,429.4932,516.0622,503.6576,1108.7951,1653.4125,1972.8129,2845.448,1692.8021,1162.6155,1067.396,958.1264,1213.2747,1378.1597,1203.4394,727.516,740.5485,707.1181,821.2069,954.8496,1263.4769,1143.0883,1410.628,1329.0134,1612.1797,1560.0206,1681.1494,1708.3744,1644.2313,1880.4123,1584.6497,1529.0932,1603.7853,1663.2258,1826.3143,1584.103,1646.5961,1391.2267,1551.6614,1896.0536,863.4131,659.0397,902.1407,1436.6673,1722.1573,1937.6089,1726.9679,1775.9488,2242.3281,2430.7873,2575.663,1600.9486,2074.8933,2836.5647,2607.3415,2691.1063,2497.7834,3190.2003,3787.7724,3939.1949,4802.6318,5915.4476,5912.0749,5696.5198,5990.3989,6491.1521,7409.4262,5949.0373,6136.4559,5276.1189,4950.763,5754.871,8969.9343,9756.2724,9261.3483,9864.0684,12351.2819,12701.8618,15365.1007,16551.7768,9987.2277,
SYMC US  EQUITY,HISTORICAL_MARKET_CAP,1114.5461,1179.45,1240.7595,690.5635,683.7875,602.338,775.3071,789.8347,1085.7015,1278.5045,1234.975,1574.0668,1330.872,742.5485,1207.3207,917.061,1568.2912,2073.1668,3465.6756,4530.7135,3285.0634,2688.312,2535.6322,3010.7507,3242.6719,2411.9572,4660.2134,5916.0666,4756.7458,4819.9191,5925.8028,5829.3965,6638.4019,9713.6932,10706.2466,14438.8404,13732.9542,18094.7054,18234.2421,15155.4343,15147.8121,25312.8968,18240.11,17518.0945,15346.5115,20031.0342,19338.4584,15559.9141,17802.8256,16762.7116,13743.0496,13950.6119,16016.3078,14170.4277,12150.5767,13259.5042,12787.7255,12952.7564,14423.6164,13382.46,11034.9974,11954.3188,12776.7934,13992.68,14867.4569,12015.7538,11415.7927,13538.8,10270.1061,12472.8899,12515.6675,17226.64,15705.0224,17212.8592,15940.3286,13754.05,15908.3989,16142.5485,17462.1066,16108.2,15752.52,13362,13797,11271.8171,12594.9305,15367.8766,14776.8011,18654.0229,17260.4957,20330.1587,17435.1091,16130.4,13030.15,13448.96,11859.84,
SYF US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20468.9207,24804.4965,25304.7553,27455.8802,26098.7002,25356.7198,23897.5792,21081.5153,23113.0032,29645.3689,27810.6062,23716.5625,24299.2348,29750.2186,25492.1525,24921.4494,22337.5166,16862.0767,
SNPS US  EQUITY,HISTORICAL_MARKET_CAP,1212.9836,1198.3583,1496.478,1267.2,1600.8914,2336.0467,1794.3199,1284.45,1912.8007,2713.3701,2339.1299,2137.6254,3050.9301,2262.7517,3791.3156,3787.8163,3956.8478,3945.5382,4691.4568,2872.0019,2007.5549,2192.8354,3158.688,3482.67,3255.3473,2793.116,3147.0926,2780.4451,3255.011,5568.6434,2874.3411,3595.536,4822.3715,4943.1496,5494.0884,4149.7522,3908.1699,2393.4188,2468.502,2363.0198,2668.9939,2764.7481,3154.6548,3139.8744,2513.3211,3164.1857,3838.2204,4003.4254,3513.2876,4136.2749,3163.4593,3275.9812,3431.1129,2591.8481,2627.185,3138.9772,2883.0141,3235.7289,3116.9909,3394.5133,3222.2081,3798.0928,4049.044,4012.2242,3443.674,3842.0875,4198.8173,4409.9695,4501.8815,4858.9478,5081.8768,5463.7298,5717.0499,5614.835,6140.5526,5820.0773,5878.4473,6391.4457,6597.1164,7268.9315,7927.4304,7754.7469,6499.7361,7235.1576,8201.8279,8982.7367,9460.4169,11095.4613,11503.7237,13016.5014,13794.5373,12737.6551,13285.6314,13363.6954,13934.9146,
SYY US  EQUITY,HISTORICAL_MARKET_CAP,5394.5176,4973.9969,5974.7999,5981.1788,6179.145,6020.5225,6090.5622,6113.5766,6380.2428,6161.7239,7631.3002,8964.6753,8542.7296,8003.0244,9374.4844,9091.8272,10137.414,11299.7858,13038.0197,13038.0197,12024.5314,13963.8056,15351.8991,19912.44,17829.1414,18058.4876,16911.3621,17466.1931,19791.2388,17789.3588,19254.2902,19087.1856,16641.3464,19020.0644,21645.231,23588.1897,24772.4916,22151.418,19570.1896,24296.9377,22459.9239,22785.573,19530.0701,19204.9886,19813.5366,18913.4489,20706.5816,22698.4157,20878.5487,20184.614,21671.3913,19222.3849,17360.49,16966.7823,20016.3367,13644.2633,13896.0981,13558.8089,14741.456,16891.8796,17248.2779,16634.2406,16753.0529,17093.5448,16249.2272,18569.6194,15216.3901,17123.5195,17476.779,17467.0657,18363.0975,18404.5801,20607.739,20021.397,18616.283,21513.3838,21010.2684,22184.8204,22040.5375,23991.3375,22640.8786,22803.969,23683.9418,23401.491,26123.3575,28388.3769,26906.1126,29920.9819,27834.2788,26676.873,28143.6544,31665.2306,31224.5231,35554.6184,38100.9603,31981.7878
TROW US  EQUITY,HISTORICAL_MARKET_CAP,1098.2895,1464.7762,1407.0232,1513.309,1758.0698,1861.795,2504.4256,2146.8645,2993.1659,3925.1808,3715.7867,4176.9674,4488.8689,3499.5026,4116.2677,4155.7312,4656.9596,3284.7078,4436.4893,4767.966,5154.1876,5713.1856,5174.9609,3852.0323,4604.3168,3620.9526,4274.881,4835.106,4026.7478,3053.207,3345.8647,3309.7248,4646.5787,5135.975,5923.0735,6808.6337,6412.5433,6511.6603,8061.5988,7722.6972,8119.6745,8534.09,9484.7931,10365.9055,9912.6,12606.7636,11597.295,12535.993,13759.4667,14697.1208,16109.1524,12978.75,14666.5578,13970.4544,9102.9766,7372.085,10668.4367,11758.153,13766.9355,14260.4823,11416.4865,12835.0139,16700.3704,17244.691,15478.2961,12075.0618,14423.8404,16647.3208,15946.0051,16130.6124,16736.2745,19410.5716,19036.026,18764.523,21953.8552,21581.7115,22121.5819,20435.352,22418.9046,21101.3635,20009.8784,17493.428,17906.0288,18227.6298,18133.1909,16281.1285,18422.4438,16441.869,18165.4206,21956.6991,25719.4972,26464.6347,28230.7662,26486.9588,21978.5301,
TTWO US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,57.5279,75.1613,62.4375,65.2563,84.7885,70.5069,117.468,240.6896,185.0726,181.5624,239.5069,292.0076,277.9604,307.6451,387.7142,401.7975,458.0126,719.7661,510.4091,683.3977,942.0532,809.2748,1040.5323,868.0484,934.3575,1152.2999,1756.2542,1282.5892,1294.9654,1407.3308,1497.7024,1635.3793,1675.1767,1761.8129,1459.2735,1133.5168,1236.3836,775.0796,1017.7026,1265.1771,1398.8541,1304.3908,1394.8469,1251.5114,2024.311,1768.9608,921.4508,552.8741,714.2964,758.3918,898.7173,777.5712,911.1721,862.558,902.7994,1037.7662,1323.2184,1319.5808,1098.5755,1219.9742,1387.9578,861.5317,961.4509,1031.1856,1513.9494,1418.2279,1900.7819,1538.0961,1949.9717,1966.7499,2040.3569,2476.8429,2249.102,2435.3132,2498.5906,3037.386,3261.2049,3314.4734,3938.4593,4968.3334,6082.3467,7766.1723,11606.2741,12550.5985,11150.6356,13434.9252,15703.814,11641.8964
TPR US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,1250.9988,1257.9608,1662.2523,1151.5944,1676.8221,2241.9906,2455.5123,2381.993,2836.3096,3465.9586,4569.7597,5004.2894,6993.2895,7802.9652,8739.4936,8130.4307,10771.9955,10467.6758,12696.3168,11933.7347,12757.9893,13308.8303,11057.9441,12618.5501,15855.7862,18571.5122,17653.7755,17609.4907,10734.8958,9962.7435,9862.788,8496.5048,6535.7277,5550.4903,8563.9141,10091.6321,11664.5061,12261.1218,10618.9414,12749.5992,16358.2915,15454.6281,19039.0738,15098.6475,17550.0061,22207.0786,16673.7292,15889.5976,15238.209,14043.9906,16093.7852,15210.1435,15617.851,13617.1298,9458.568,10012.548,10233.984,11405.691,9990.792,7903.2,9066.905,10749.172,11343.305,10247.768,9826.612,11617.863,13345.146,11447.576,12596.704,15141.158,13452.48,14568.246,9804.9,
TGT US  EQUITY,HISTORICAL_MARKET_CAP,4818.0311,5487.4673,5158.8968,5392.4224,6974.127,7042.7499,7673.5806,8185.5066,9876.277,13887.8876,13769.0914,15748.3422,19593.4541,21034.8225,18679.9599,28165.3873,29758.5875,57009.0938,28317.1888,28801.4778,30285.8034,27491.15,21889.0837,33238.5938,35327.8652,34490.0255,30415.332,39238.9018,39927.632,28160.4007,28054.656,25665.5145,30347.8556,30347.8556,30347.8556,34612.231,39614.158,39385.407,44787.908,44077.9699,40998.594,51976.125,47925.192,47348.6346,46106.73,39853.388,50297.184,53331.6049,50215.572,51300.378,50133.85,46708.9866,42513.426,33733.4,30202.336,23484.6289,30117.6,32797.878,36429.046,38177.9212,42021.243,37083.832,36768.326,38264.4771,33829.9,34766.048,37088.136,33498.1111,38509.86,40227.928,41835.64,39459.754,45208.3505,45111.1123,40824.2995,35849.1971,39290.3667,37923.6296,39217.2688,47126.1516,50849.2484,51602.0075,47743.8697,43613.2444,47189.8977,43299.7763,38797.8731,35427.1517,30810.0714,30646.3445,31444.3066,38066.0831,37863.7253,42851.8913,44046.0325,44046.0325
TEL US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19407.7053,17623.7133,18573.5246,16294.4165,17127.9025,12690.8005,6975.374,5487.0429,8587.8,10350.3115,11085.9832,12553.3168,12301.7731,13430.34,15861.4124,15006.0434,15005.5304,11925.0886,13116.7175,15710.6583,14415.7374,14375.4854,15262.9241,17475.6739,19333.3225,21381.8866,22395.5522,24354.3725,25375.1834,23972.0044,26348.8172,28715.7757,26704.7239,23017.0881,24529.0577,21793.2552,20429.0126,22873.015,24629.085,26488.3203,27828.2878,29213.3326,33396.1108,35027.501,31377.9047,30317.4179,25365.8424,
FTI US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1342.25,750.75,1069.3322,1303.422,1357.704,1096.104,1338.165,1265.28,1387.195,1418.004,1542.4599,1808.307,1938.24,2281.22,2212.14,2289.42,2186.748,2892.957,2922.852,3493.204,4621.01,3651.6,4144.6175,4569.28,5125.534,7490.034,7342.65,7105.561,9608.557,5814.095,2981.133,3896.154,4614.824,6383.728,7044.912,7742.674,6334.998,4093.9855,21302.836,11351.772,10763.037,8978.88,12420.294,12055.422,9360.278,11024.03,10163.559,12906.747,13207.296,13123.456,12321.56,12309.066,14357.557,12713.971,10852.828,8549.31,9530.253,7071.1,6579.468,6188.832,6016.752,6696.519,4224.517,15164.5,12707.84,13038.64,14562.281,13611.79,14521.05,14153.125,8836.8848,
TXN US  EQUITY,HISTORICAL_MARKET_CAP,12578.2259,15081.3582,9753.5339,9640.0999,9455.502,10471.6556,12128.6291,14311.083,16114.781,26147.2857,17527.4094,21136.4616,22749.4559,20665.0183,34140.526,38903.8162,56567.9531,65175.886,82171.1585,130911.3574,112680.955,82172.4835,82055.9636,53780.7846,55334.0897,43270.3304,48550.1509,57408.5721,41087.954,25566.9583,25976.1261,28308.362,30470.0172,39458.25,50896.0908,50582.7413,41857.5133,36770.1385,42299.9942,42368.582,45559.0916,54851.9896,51202.635,50589.4766,46422.0024,49339.154,41760.871,43154.6493,53776.4784,51160.3857,44863.2408,37393.7352,36914.3083,27873.1363,19832.9437,21024.7108,26868.3405,30274.5957,32317.4755,29907.8796,27824.1497,31866.6343,37941.9204,40129.9933,37929.1774,30451.6191,33170.8089,38461.7141,32642.2731,30883.7261,34231.6484,39352.7977,38375.8722,44366.2523,47545.8784,50902.2023,51018.4811,50374.9445,55957.9025,59724.8157,53266.5829,50492.0571,55427.6217,57797.3505,62859.7691,70258.7742,72676.9496,80377.1258,76292.7957,88417.0231,102681.0969,101990.6746,107423.7988,103520.1622,89316.7027,
TXT US  EQUITY,HISTORICAL_MARKET_CAP,4918.4796,5784.9384,5733.1124,6720.9601,6723.4784,7019.4185,7804.7481,8568.7597,10892.847,10602.0446,10166.7305,12691.1071,11965.592,9506.2553,11750.721,11834.1105,13106.3921,11340.8355,11273.2159,11273.2159,8814.213,7788.3582,6586.1989,6553.3845,8009.6654,7770.1069,4746.6395,5989.0424,7169.5855,6486.3169,4783.7263,5754.84,3839.8584,5195.298,5444.3369,7848.6412,7387.6276,8036.403,9000.03,9990.5196,10192.5678,10229.6541,9479.8057,10021.62,12130.6137,11637.6329,10965.1502,11777.1154,11180.6385,13747.7844,15496.2622,17909.3692,13605.7874,11907.4416,7827.2309,3719.54,1815.7482,2519.5758,4745.4902,5121.963,5847.122,4404.6424,5702.0792,6517.548,7576.648,6636.7426,4904.5727,5156.861,7796.992,6984.1924,7372.9264,6543.756,8229.9746,7304.1595,7841.8809,10327.681,10745.5546,10857.0199,10139.1184,11664.222,12470.7152,12294.4556,10524.5167,11520.3183,9859.3735,9798.7347,10737.8265,13125.768,12740.652,12486.8223,14192.5308,14798.285,15118.4338,16405.6581,17359.4912,10755.14
BK US  EQUITY,HISTORICAL_MARKET_CAP,7742.754,9177.1932,9659.1301,10139.6291,9707.8265,11288.4894,13002.9301,14138.7539,16506.4789,17983.9673,21612.3354,23338.5491,22787.9473,20745.2408,31045.5492,27560.0024,27883.0867,24606.155,29550.8008,30635.3448,34326.2523,41765.1386,40834.6103,36269.2481,35356.7988,25780.4053,29763.5602,30591.5269,24538.4109,20843.1096,17394.2654,14970.9858,22207.0745,22512.2764,25674.3596,24488.2892,22932.4927,22658.118,26004.803,22559.6996,22183.5084,22643.0887,24560.452,27807.0456,24561.5074,26938.3877,28073.9309,30750.0484,31495.0962,50261.4038,55878.1448,47731.5119,43355.8393,37387.7183,32536.0786,32584.9518,35254.8809,34911.0323,33783.137,37455.6048,29974.6891,32413.0737,37494.2119,37090.2924,31581.5538,22542.831,24084.6214,28780.248,25929.49,26433.8903,29901.693,32486.5095,32270.8799,34673.8656,39910.215,40243.7632,42412.2181,43598.736,45366.51,45129.6429,46440.5605,42789.1099,44737.8385,39668.9669,41479.1349,42166.5996,49629.9814,49113.3907,52711.6191,54293.6652,54583.9861,52080.1343,53927.0338,50417.7645,45207.2518,
CLX US  EQUITY,HISTORICAL_MARKET_CAP,3419.2305,3731.1996,3718.1253,4447.4949,4542.8288,4948.7799,5190.4915,5807.2433,6818.4958,7672.6122,8207.6127,8927.3551,11139.6427,8540.8125,12116.2598,13828.4766,12567.1313,9042.4147,11914.4935,7745.595,10547.1148,9320.4898,8387.7625,7438.3338,8011.9904,8605.349,9208.0705,10050.0396,9221.4597,8840.484,8957.6231,10006.5995,9113.324,9679.8406,10204.9326,10375.8505,11454.5163,11372.9413,9039.0359,9709.9806,8451.7943,8369.9689,8539.7473,9029.2426,9224.6614,9564.4404,9702.9879,9665.6382,9393.0262,8447.427,9049.3089,7807.2302,7205.5863,8695.891,7724.0585,7158.7102,7769.1898,8223.5099,8554.6369,9033.5568,8625.602,9309.2331,8707.9934,9342.7697,8839.1493,8749.2449,8632.4359,8933.8525,9388.0685,9389.4779,9581.7334,11646.936,10838.705,10541.5548,12045.579,11309.0386,11771.9752,12424.4684,13648.2431,14462.5861,13378.4605,14878.8412,16406.3735,16299.1361,17901.4748,16111.6419,15383.8476,17363.4892,17189.8483,17006.3214,19239.2394,17236.3316,17309.6692,19193.0784,19676.2947,
COO US  EQUITY,HISTORICAL_MARKET_CAP,81.0516,94.688,68.009,80.0869,128.227,126.8242,167.7706,216.08,222.3829,412.972,529.0285,737.9237,572.1422,474.388,342.6175,209.13,219.2557,286.6155,351.45,426.7973,477.2396,502.147,516.945,562.5564,663.6024,731.1654,730.32,713.2913,810.529,672.7675,818.002,791.6563,868.234,1102.0946,1394.0064,1568.0631,1764.288,1945.4891,2304.0328,3367.8678,2980.2986,3035.1813,3058.63,2467.411,2441.1346,1968.2702,2567.3012,2126.6568,2285.5497,2245.824,1884.498,1771.6274,1574.685,1516.6011,743.7259,856.818,1298.9537,1239.7666,1267.2844,1603.9872,1772.334,1774.4253,2261.1042,2648.5919,3515.2817,3651.2501,3315.7278,3416.1897,4244.592,3604.4272,4649.2712,4896.8266,5371.7328,6233.5278,6201.4339,5947.9165,6323.6335,7767.6082,7890.6377,7612.7609,8652.4213,8604.678,7354.1125,6346.4797,7416.4198,8893.9527,8588.1114,9027.429,9796.137,11949.63,11724.688,11988.83,11229.661,12790.55,12708.852,12708.852
HSY US  EQUITY,HISTORICAL_MARKET_CAP,4778.1304,4985.1358,5022.2249,5756.2424,5644.2251,7717.4953,6691.2124,7639.9002,8450.0909,8063.8465,8862.6989,10252.6176,10080.7335,10047.3409,8688.2157,7790.0031,8187.3759,6676.4009,6568.0966,6687.1349,6631.2109,7367.3152,8773.1279,9472.2583,8373.2637,8865.2053,9274.2027,9355.2301,8539.0625,8566.7923,9051.806,8257.2246,9119.0837,9553.2151,9978.4184,10678.2721,11721.2729,11642.2066,13695.4929,14681.512,15230.4057,13643.6785,13288.954,12398.4508,12923.1182,12417.6204,11467.1253,12487.1727,11544.315,10536.3053,8945.7641,8579.1282,7373.5674,9323.8235,7887.1984,8204.1345,8285.4949,9003.544,7927.2246,9446.4584,10945.9954,10861.8155,10704.4754,12238.8113,13049.7042,13348.4866,13913.2216,13691.5597,16288.1321,15821.766,16161.8271,19572.3439,19922.4123,20793.0501,21769.2837,23054.3653,21502.2033,20591.4472,22973.2025,22075.4412,19750.4044,20441.3405,19351.7149,20066.0476,23822.6462,20419.8289,21954.0518,23243.0457,22806.9616,22998.7285,23934.8321,20716.5389,19473.0935,21391.4985,22478.7542,
MOS US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6653.1858,6234.5213,5034.0736,6287.18,5234.4972,6189.8552,6066.1096,7104.1367,9352.5038,11201.1394,15677.6136,18560.2473,30631.7386,49372.392,55632.6833,47417.9941,13486.7951,19131.5643,24314.8778,21565.1752,24233.1152,26003.3457,20565.9645,26138.896,30169.743,38332.025,31639.6776,31769.7899,22444.6277,24567.5141,20286.4276,24648.9037,23012.0922,18325.0832,20326.3806,19491.8292,18829.1004,16570.9361,16778.2139,16817.2614,16718.5366,10966.039,9725.8959,9444.5346,9161.0696,8566.4552,10272.4966,10242.681,8014.4635,7579.1619,9007.934,8523.4855,10812.0936,12520.0684,11259.5812,,,
TRV US  EQUITY,HISTORICAL_MARKET_CAP,4160.6894,4941.035,4671.1649,4647.2371,4464.3075,4615.3802,4877.4826,5396.3025,6385.2513,6817.1569,9566.8464,14977.4563,9920.3565,7698.34,8137.4219,7051.1875,7221.4375,6237,7573.9943,7227.6751,7268.625,10981.75,11856.8533,9457.5349,10697.7,8532.54,9129.2273,9536.8,8095.36,6502.208,7722.54,7237.1076,8316.978,8435.434,9055.7909,17496.373,27121.26,22123.752,24848.021,24741.328,26666.938,31059.014,30974.178,29094.198,30822.612,32330.655,36417.927,34442.581,35149.5,32524.674,33775.64,29040.165,25727.52,26541.44,26446.52,23786.592,23290.2,26973.117,25942.158,23442.324,23186.9,23992.05,24211.566,24999.444,24490.41,20115.744,23241.976,23076.16,24642.24,26075.3461,27104.868,31689.116,29850.12,30864.757,32005.89,29572.25,31889.73,31131.716,34104.87,34461.031,30080.592,30277.026,33395.274,34126.004,34319.232,32543.655,34228.632,33678.876,34909.627,33545.976,36812.696,37519.972,32750.418,34360.179,31566.1,
DIS US  EQUITY,HISTORICAL_MARKET_CAP,29004.2986,30087.4514,30909.375,43435,42797.1252,42630.5,47081.25,49190.625,54168.75,54421.875,67023,72483.25,72528.1458,52551.625,62130,64459.875,63812.6875,53846,61846.2,85709.3326,80908.8109,79097.1713,61159.4063,59170.5372,60475.3749,37426.2,41825.392,47102.1018,38151.54,30900.74,33311.0387,34266.3668,39760.699,40608.262,48993,50312.3682,51319.0182,45063.9206,55544.4,59529.282,51424.464,48433.736,46947.642,54109.389,64806,63798.24,70199.5807,67778.898,68727.234,67480.058,62603.02,58937.2,59026.429,60718.5,40360.946,33828.223,42635.571,49475.943,60497.775,70005.06,60635.574,63242.646,70319.997,79495.32,72298.344,53147.952,68958.75,79570.15,87731.65,94104,88470,102240,113670,117342,126395,134283,145010,150858,161551,179316,183984,164800,178636,168419,166651,148576,166752,181424,170000,147855,161265,150660,157215,175410,160950,
TMO US  EQUITY,HISTORICAL_MARKET_CAP,3344.0103,4009.0259,4627.6882,5428.2677,5883.527,6018.136,5661.7829,4898.2523,5126.2232,5930.1661,6871.5632,6553.772,5896.0736,2504.5607,5928.125,2131.461,3123.502,2146.0893,2347.155,2347.155,3196.919,3644.1389,4670.406,5419.498,4104.893,3999.4706,3206.8894,4174.3939,3592.5712,2781.273,2670.4764,3257.08,2933.1774,3474.6239,3469.6678,4159.5877,4852.8439,4890.2199,4484.5806,4846.9865,4027.7952,4324.133,5011.1614,4895.5914,6065.034,5709.8622,6204.7105,18868.0453,19725.2325,22062.7201,24246.1276,23950.9262,23603.7104,23179.8322,23792.54,14240.0936,15310.2486,17105.672,17965.8437,19520.0236,21246.7161,19385.5472,19007.3805,21666.2368,21454.8408,24825.5644,19156.0984,16701.0945,20708.5629,18975.8031,21191.4424,22797.7633,27453.8857,30510.4596,33610.7719,40304.3994,47274.1882,47243.6956,48547.0916,50174.8723,53216.2323,52684.053,48949.3328,56687.5298,56142.3899,58835.8475,62832.7123,55515.4966,60091.3794,68064.1497,75868.3215,76201.609,83063.6706,83435.2154,98260.8433,89990.8105
TIF US  EQUITY,HISTORICAL_MARKET_CAP,505.5511,602.2462,689.7549,885.3355,1056.7237,1131.0643,1276.315,1290.5213,1379.901,1582.7826,1387.082,1353.5375,1604.33,1506.1187,1120.3692,2001.4892,5913.516,3628.7388,4305.3011,5363.2238,10559.2404,4973.1685,6226.6976,5468.2197,4729.5269,5156.3769,3389.1408,5176.536,5792.3302,3583.617,3800.1317,3368.1114,4019.7479,4995.3255,6941.2233,5816.5754,5726.955,5232.7632,4275.0235,4543.1436,4336.4745,4845.3615,5599.528,5372.5894,4905.4991,4363.811,4834.9878,5334.4525,6516.1231,6596.8365,7349.0836,5043.5019,5498.2747,4730.5522,3378.9578,2569.763,3589.9202,3701.6942,4883.9042,5130.0989,6167.0438,5321.3502,6684.784,7380.708,8868.3907,10200.5728,10127.8627,8081.9288,8675.662,6956.2253,8014.6523,8345.9105,9400.0207,10172.907,10137.5602,10674.2753,11290.0596,12620.4849,12433.5065,11204.8046,11302.416,12335.73,10568.808,8094.912,8990.1,8058.548,9140.79,9800.64,11428.755,11890.995,11636.966,13277.925,12771.486,16837.344,13567.47,
TWX US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,148790.2536,172572.1607,235541.8485,146521.5875,142591.5787,105306.5509,65655.0723,52300.7171,58736.361,48838.7328,72610.7254,68323.5802,81606.2379,76817.5319,80383.8166,73927.2254,89250.2149,82209.4651,78389.952,78389.952,78572.4016,73415.954,70628.98,72762.4475,84157.92,74679.64,78416.08,66573.36,59320.43,50163.56,53013.6,47025.57,36095.641,23082.8,29950.91,33701.38,33714.98,35741.61,32639.39,34144.1,35354.83,38484.6,38261.24,30449.52,35200.36,36353.25,36575,43068.25,44577.56,53759.46,53367.86,59821.29,62399.4,57882.38,60274.5,63326.82,71069.44,69747.44,71413.97,55206.25,51412.65,57241.95,57361.2,61458.92,74521.16,75725.25,78018.57,79808.55,71346.6,73961.56,,,,
